2024-10-11 00:00:02|10102024_4831.csv|34274
2024-10-11 00:01:02|10102024_4832.csv|29585
2024-10-11 00:09:02|10102024_4833.csv|29475
2024-10-11 00:09:03|10102024_4834.csv|35863
2024-10-11 00:19:02|10102024_4835.csv|24410
2024-10-11 00:19:02|10102024_4836.csv|28734
2024-10-11 00:28:02|10102024_4837.csv|26148
2024-10-11 00:30:02|10102024_4838.csv|23421
2024-10-11 00:31:02|10102024_4839.csv|5732
2024-10-11 00:31:02|10102024_4840.csv|6210
2024-10-11 00:31:02|10102024_4842.csv|2048
2024-10-11 00:32:01|10102024_4841.csv|1482
2024-10-11 00:32:01|10102024_4844.csv|33
2024-10-11 00:32:01|10102024_4846.csv|30
2024-10-11 00:32:01|11102024_4843.csv|979
2024-10-11 00:32:01|11102024_4845.csv|1533
2024-10-11 00:41:02|11102024_4847.csv|23901
2024-10-11 00:42:02|11102024_4848.csv|30083
2024-10-11 00:51:01|11102024_4849.csv|23594
2024-10-11 00:52:02|11102024_4850.csv|27612
2024-10-11 00:53:01|11102024_4851.csv|1
2024-10-11 01:01:01|11102024_4852.csv|24069
2024-10-11 01:02:02|11102024_4853.csv|30606
2024-10-11 01:11:02|11102024_4854.csv|23937
2024-10-11 01:12:01|11102024_4855.csv|35027
2024-10-11 01:21:01|11102024_4856.csv|22033
2024-10-11 01:22:02|11102024_4857.csv|22339
2024-10-11 01:31:02|11102024_4858.csv|27356
2024-10-11 01:32:01|11102024_4859.csv|27205
2024-10-11 01:40:01|11102024_4860.csv|21016
2024-10-11 01:42:02|11102024_4861.csv|30409
2024-10-11 01:50:01|11102024_4862.csv|24214
2024-10-11 01:52:01|11102024_4863.csv|29055
2024-10-11 02:00:02|11102024_4864.csv|18862
2024-10-11 02:03:02|11102024_4865.csv|18885
2024-10-11 02:11:01|11102024_4866.csv|18538
2024-10-11 02:12:02|11102024_4867.csv|23626
2024-10-11 02:21:01|11102024_4868.csv|18540
2024-10-11 02:22:02|11102024_4869.csv|22760
2024-10-11 02:31:02|11102024_4870.csv|16759
2024-10-11 02:32:01|11102024_4871.csv|24899
2024-10-11 02:41:02|11102024_4872.csv|21984
2024-10-11 02:41:02|11102024_4873.csv|21069
2024-10-11 02:51:02|11102024_4875.csv|22055
2024-10-11 02:52:01|11102024_4874.csv|20032
2024-10-11 03:01:02|11102024_4876.csv|15228
2024-10-11 03:01:02|11102024_4877.csv|23622
2024-10-11 03:11:02|11102024_4878.csv|20061
2024-10-11 03:11:02|11102024_4879.csv|24398
2024-10-11 03:21:02|11102024_4880.csv|21111
2024-10-11 03:21:02|11102024_4881.csv|23512
2024-10-11 03:31:01|11102024_4882.csv|22502
2024-10-11 03:31:02|11102024_4883.csv|17048
2024-10-11 03:40:02|11102024_4884.csv|14049
2024-10-11 03:40:02|11102024_4885.csv|25675
2024-10-11 03:50:02|11102024_4886.csv|19598
2024-10-11 03:50:02|11102024_4887.csv|21365
2024-10-11 04:00:02|11102024_4888.csv|18884
2024-10-11 04:00:02|11102024_4889.csv|20157
2024-10-11 04:09:02|11102024_4890.csv|18169
2024-10-11 04:09:02|11102024_4891.csv|22285
2024-10-11 04:10:01|11102024_4892.csv|2
2024-10-11 04:19:02|11102024_4893.csv|19025
2024-10-11 04:20:01|11102024_4894.csv|20572
2024-10-11 04:29:01|11102024_4895.csv|18066
2024-10-11 04:29:02|11102024_4896.csv|16871
2024-10-11 04:39:02|11102024_4897.csv|8450
2024-10-11 04:39:02|11102024_4898.csv|9295
2024-10-11 04:49:01|11102024_4899.csv|3921
2024-10-11 04:50:02|11102024_4900.csv|13792
2024-10-11 04:59:01|11102024_4901.csv|9971
2024-10-11 05:00:02|11102024_4902.csv|9368
2024-10-11 05:09:02|11102024_4903.csv|10536
2024-10-11 05:10:01|11102024_4904.csv|12509
2024-10-11 05:18:02|11102024_4905.csv|9971
2024-10-11 05:19:01|11102024_4906.csv|9018
2024-10-11 05:28:01|11102024_4907.csv|8285
2024-10-11 05:29:01|11102024_4908.csv|9819
2024-10-11 05:38:01|11102024_4909.csv|5563
2024-10-11 05:39:01|11102024_4910.csv|11379
2024-10-11 05:48:02|11102024_4911.csv|12332
2024-10-11 05:49:01|11102024_4912.csv|7314
2024-10-11 05:59:01|11102024_4913.csv|10380
2024-10-11 06:00:02|11102024_4914.csv|17429
2024-10-11 06:09:02|11102024_4915.csv|11365
2024-10-11 06:10:01|11102024_4916.csv|16321
2024-10-11 06:19:01|11102024_4917.csv|14780
2024-10-11 06:20:02|11102024_4918.csv|15121
2024-10-11 06:29:02|11102024_4919.csv|17396
2024-10-11 06:29:02|11102024_4920.csv|17135
2024-10-11 06:39:02|11102024_4921.csv|16947
2024-10-11 06:39:02|11102024_4922.csv|18312
2024-10-11 06:48:01|11102024_4923.csv|23229
2024-10-11 06:50:02|11102024_4924.csv|16089
2024-10-11 06:57:01|11102024_4925.csv|14660
2024-10-11 07:00:01|11102024_4926.csv|14758
2024-10-11 07:08:02|11102024_4927.csv|19549
2024-10-11 07:10:01|11102024_4928.csv|13021
2024-10-11 07:17:02|11102024_4929.csv|18894
2024-10-11 07:20:02|11102024_4930.csv|19414
2024-10-11 07:27:01|11102024_4931.csv|16277
2024-10-11 07:30:02|11102024_4932.csv|15260
2024-10-11 07:36:01|11102024_4933.csv|20497
2024-10-11 07:40:02|11102024_4934.csv|21178
