2024-10-13|SMRTMSGOTP2|2|2|0|NEXG|2024-10-16 08:09:34
2024-10-13|SMRTMSGTRN3|139|130|9|NEXG|2024-10-16 08:09:34
2024-10-13|STMTRN2|11004|7615|3389|NEXG|2024-10-16 08:09:34
2024-10-13|STRPDATRN2|37901|34504|3397|NEXG|2024-10-16 08:09:34
2024-10-13|TMTRN|1172265|967573|204692|NEXG|2024-10-16 08:09:34
2024-10-13|WRDBXGOV|1039|956|83|NEXG|2024-10-16 08:09:34
2024-10-13|ZAPBIZOTP|3342|3173|169|NEXG|2024-10-16 08:09:34
2024-10-13|ZAPBIZTRNT|1415|1350|65|NEXG|2024-10-16 08:09:34
2024-10-14|ADTEKTRN|101009|94298|6711|NEXG|2024-10-16 08:10:51
2024-10-14|ALTTRN|1299946|929764|370182|NEXG|2024-10-16 08:10:51
2024-10-14|ALTTRN1|1193754|855996|337758|NEXG|2024-10-16 08:10:51
2024-10-14|ALTTRN2|253552|223808|29744|NEXG|2024-10-16 08:10:51
2024-10-14|ALTTRN3|1442789|1075411|367378|NEXG|2024-10-16 08:10:51
2024-10-14|AURUMTRN|74544|71345|3199|NEXG|2024-10-16 08:10:51
2024-10-14|CERFPSU|552844|304208|248636|NEXG|2024-10-16 08:10:51
2024-10-14|CERFPSU1|111224|97855|13369|NEXG|2024-10-16 08:10:51
2024-10-14|CERFPSU2|32339|3986|28353|NEXG|2024-10-16 08:10:51
2024-10-14|CERFTRN|2901|2793|108|NEXG|2024-10-16 08:10:51
2024-10-14|CPOTPJIO|1|1|0|NEXG|2024-10-16 08:10:51
2024-10-14|CPTRNJIO|31549|20769|10780|NEXG|2024-10-16 08:10:51
2024-10-14|DGSMPPTR|2|2|0|NEXG|2024-10-16 08:10:51
2024-10-14|DIGILYAOTPV|314140|290297|23843|NEXG|2024-10-16 08:10:51
2024-10-14|ENGNTRN|7301|5881|1420|NEXG|2024-10-16 08:10:51
2024-10-14|ENGNTRN1|35511|30366|5145|NEXG|2024-10-16 08:10:51
2024-10-14|FBMDTCHTRN2|1437261|1074449|362812|NEXG|2024-10-16 08:10:51
2024-10-14|GETWAYOTP|376|340|36|NEXG|2024-10-16 08:10:51
2024-10-14|GLOBEOTP|6082|5641|441|NEXG|2024-10-16 08:10:51
2024-10-14|INBOTP1|22638|8962|13676|NEXG|2024-10-16 08:10:51
2024-10-14|INBTRN1|956|569|387|NEXG|2024-10-16 08:10:51
2024-10-14|INBTRN3|857|758|99|NEXG|2024-10-16 08:10:51
2024-10-14|INBTRNPSU7|605470|506731|98739|NEXG|2024-10-16 08:10:51
2024-10-14|INBTRNPSU8|170713|133883|36830|NEXG|2024-10-16 08:10:51
2024-10-14|INBTRNPSU9|147276|117240|30036|NEXG|2024-10-16 08:10:51
2024-10-14|INFDIGOTP|86373|69903|16470|NEXG|2024-10-16 08:10:51
2024-10-14|INFDIGTRN|367149|350897|16252|NEXG|2024-10-16 08:10:51
2024-10-14|INOTRIMTRN|449|397|52|NEXG|2024-10-16 08:10:51
2024-10-14|KUTILTYT|93|52|41|NEXG|2024-10-16 08:10:51
2024-10-14|MDSTRN5|45|42|3|NEXG|2024-10-16 08:10:51
2024-10-14|MDZMBLTRN1|71041|51106|19935|NEXG|2024-10-16 08:10:51
2024-10-14|MICRONTTRN|138279|125300|12979|NEXG|2024-10-16 08:10:51
2024-10-14|MISHTELGOV1|1655|1312|343|NEXG|2024-10-16 08:10:51
2024-10-14|MSG91OTP1|1034|532|502|NEXG|2024-10-16 08:10:51
2024-10-14|MSG91OTP2|469|167|302|NEXG|2024-10-16 08:10:51
2024-10-14|MSG91TRANS3|123680|85814|37866|NEXG|2024-10-16 08:10:51
2024-10-14|NEWTECHTRN|10|4|6|NEXG|2024-10-16 08:10:51
2024-10-14|NSTCHTRN|10|0|10|NEXG|2024-10-16 08:10:51
2024-10-14|OZNSMSTRN|10|3|7|NEXG|2024-10-16 08:10:51
2024-10-14|PERTINXTRN1|3|0|3|NEXG|2024-10-16 08:10:51
2024-10-14|RPINFOT2|5049|3107|1942|NEXG|2024-10-16 08:10:51
2024-10-14|SHIVCOMOTP|2525|2417|108|NEXG|2024-10-16 08:10:51
2024-10-14|SHREERADHAO|97367|75227|22140|NEXG|2024-10-16 08:10:51
2024-10-14|SITANITRNT|1227|1135|92|NEXG|2024-10-16 08:10:51
2024-10-14|SMRTMSGOTP2|13|11|2|NEXG|2024-10-16 08:10:51
2024-10-14|SMRTMSGTRN3|130|123|7|NEXG|2024-10-16 08:10:51
2024-10-14|STMTRN2|55992|27897|28095|NEXG|2024-10-16 08:10:51
2024-10-14|STRPDATRN2|36325|32820|3505|NEXG|2024-10-16 08:10:51
2024-10-14|TEST74|37|4|33|NEXG|2024-10-16 08:10:51
2024-10-14|TMTRN|1456721|1249248|207473|NEXG|2024-10-16 08:10:51
2024-10-14|WRDBXGOV|994|896|98|NEXG|2024-10-16 08:10:51
2024-10-14|XOSOFTTRN|1|0|1|NEXG|2024-10-16 08:10:51
2024-10-14|ZAPBIZOTP|4379|3933|446|NEXG|2024-10-16 08:10:51
2024-10-14|ZAPBIZTRNT|2552|2211|341|NEXG|2024-10-16 08:10:51
2024-10-15|ADTEKTRN|103039|91569|11470|NEXG|2024-10-16 08:12:08
2024-10-15|ALTTRN|1444181|1005990|438191|NEXG|2024-10-16 08:12:08
2024-10-15|ALTTRN1|946745|659754|286991|NEXG|2024-10-16 08:12:08
2024-10-15|ALTTRN2|335643|265978|69665|NEXG|2024-10-16 08:12:08
2024-10-15|ALTTRN3|2827548|2074471|753077|NEXG|2024-10-16 08:12:08
2024-10-15|AURUMTRN|118853|113491|5362|NEXG|2024-10-16 08:12:08
2024-10-15|CERFPSU|382613|201376|181237|NEXG|2024-10-16 08:12:08
2024-10-15|CERFPSU1|113320|98792|14528|NEXG|2024-10-16 08:12:08
2024-10-15|CERFPSU2|41615|36693|4922|NEXG|2024-10-16 08:12:08
2024-10-15|CERFTRN|2376|2267|109|NEXG|2024-10-16 08:12:08
2024-10-15|CPTRNJIO|49932|27683|22249|NEXG|2024-10-16 08:12:08
2024-10-15|DIGILYAOTPV|505846|461739|44107|NEXG|2024-10-16 08:12:08
2024-10-15|ENGNTRN|7703|6337|1366|NEXG|2024-10-16 08:12:08
2024-10-15|ENGNTRN1|110009|5488|104521|NEXG|2024-10-16 08:12:08
2024-10-15|FBMDTCHTRN2|981294|699744|281550|NEXG|2024-10-16 08:12:08
2024-10-15|GETWAYOTP|341|310|31|NEXG|2024-10-16 08:12:08
2024-10-15|GLOBEOTP|5934|5450|484|NEXG|2024-10-16 08:12:08
2024-10-15|INBOTP1|33172|4745|28427|NEXG|2024-10-16 08:12:08
2024-10-15|INBTRN1|387|119|268|NEXG|2024-10-16 08:12:08
2024-10-15|INBTRN3|461|401|60|NEXG|2024-10-16 08:12:08
2024-10-15|INBTRNPSU7|1628805|1278889|349916|NEXG|2024-10-16 08:12:08
2024-10-15|INBTRNPSU8|1249130|962257|286873|NEXG|2024-10-16 08:12:08
2024-10-15|INBTRNPSU9|1197422|921552|275870|NEXG|2024-10-16 08:12:08
2024-10-15|INFDIGOTP|84111|66873|17238|NEXG|2024-10-16 08:12:08
2024-10-15|INFDIGTRN|354045|325623|28422|NEXG|2024-10-16 08:12:08
2024-10-15|INOTRIMTRN|524|450|74|NEXG|2024-10-16 08:12:08
2024-10-15|KUTILTYT|84|47|37|NEXG|2024-10-16 08:12:08
2024-10-15|MDSTRN5|18|18|0|NEXG|2024-10-16 08:12:08
2024-10-15|MDZMBLTRN1|180762|123743|57019|NEXG|2024-10-16 08:12:08
2024-10-15|MICRONTTRN|128153|114212|13941|NEXG|2024-10-16 08:12:08
2024-10-15|MISHTELGOV1|964|750|214|NEXG|2024-10-16 08:12:08
2024-10-15|MSG91OTP1|1019|949|70|NEXG|2024-10-16 08:12:08
2024-10-15|MSG91OTP2|424|345|79|NEXG|2024-10-16 08:12:08
2024-10-15|MSG91TRANS3|115713|82999|32714|NEXG|2024-10-16 08:12:08
